scenario,quarter_index,quarter,kpi_order,pillar,subpillar,kpi,kpi_score_p10,kpi_score_median,kpi_score_p90
baseline,12,2028Q4,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
baseline,12,2028Q4,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
baseline,12,2028Q4,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
baseline,12,2028Q4,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
baseline,12,2028Q4,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
baseline,12,2028Q4,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
baseline,12,2028Q4,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
baseline,12,2028Q4,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
baseline,12,2028Q4,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
baseline,12,2028Q4,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
baseline,12,2028Q4,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
baseline,12,2028Q4,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
baseline,12,2028Q4,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
baseline,12,2028Q4,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
baseline,12,2028Q4,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
baseline,12,2028Q4,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
baseline,12,2028Q4,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
baseline,12,2028Q4,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
baseline,12,2028Q4,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
baseline,12,2028Q4,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
baseline,12,2028Q4,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
baseline,12,2028Q4,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
baseline,12,2028Q4,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
baseline,12,2028Q4,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
baseline,13,2029Q1,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
baseline,13,2029Q1,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
baseline,13,2029Q1,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
baseline,13,2029Q1,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
baseline,13,2029Q1,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
baseline,13,2029Q1,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
baseline,13,2029Q1,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
baseline,13,2029Q1,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
baseline,13,2029Q1,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
baseline,13,2029Q1,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
baseline,13,2029Q1,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
baseline,13,2029Q1,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
baseline,13,2029Q1,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
baseline,13,2029Q1,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
baseline,13,2029Q1,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
baseline,13,2029Q1,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
baseline,13,2029Q1,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
baseline,13,2029Q1,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
baseline,13,2029Q1,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
baseline,13,2029Q1,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
baseline,13,2029Q1,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
baseline,13,2029Q1,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
baseline,13,2029Q1,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
baseline,13,2029Q1,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
baseline,13,2029Q1,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
baseline,13,2029Q1,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
baseline,14,2029Q2,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
baseline,14,2029Q2,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
baseline,14,2029Q2,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
baseline,14,2029Q2,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
baseline,14,2029Q2,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
baseline,14,2029Q2,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
baseline,14,2029Q2,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
baseline,14,2029Q2,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
baseline,14,2029Q2,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
baseline,14,2029Q2,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
baseline,14,2029Q2,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
baseline,14,2029Q2,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
baseline,14,2029Q2,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
baseline,14,2029Q2,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
baseline,14,2029Q2,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
baseline,14,2029Q2,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
baseline,14,2029Q2,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
baseline,14,2029Q2,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
baseline,14,2029Q2,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
baseline,14,2029Q2,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
baseline,14,2029Q2,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
baseline,14,2029Q2,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
baseline,14,2029Q2,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
baseline,14,2029Q2,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
baseline,14,2029Q2,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
baseline,14,2029Q2,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
baseline,15,2029Q3,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
baseline,15,2029Q3,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
baseline,15,2029Q3,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
baseline,15,2029Q3,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
baseline,15,2029Q3,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
baseline,15,2029Q3,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
baseline,15,2029Q3,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
baseline,15,2029Q3,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
baseline,15,2029Q3,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
baseline,15,2029Q3,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
baseline,15,2029Q3,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
baseline,15,2029Q3,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
baseline,15,2029Q3,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
baseline,15,2029Q3,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
baseline,15,2029Q3,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
baseline,15,2029Q3,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
baseline,15,2029Q3,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
baseline,15,2029Q3,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
baseline,15,2029Q3,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
baseline,15,2029Q3,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
baseline,15,2029Q3,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
baseline,15,2029Q3,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
baseline,15,2029Q3,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
baseline,15,2029Q3,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
baseline,15,2029Q3,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
baseline,15,2029Q3,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
baseline,16,2029Q4,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
baseline,16,2029Q4,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
baseline,16,2029Q4,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
baseline,16,2029Q4,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
baseline,16,2029Q4,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
baseline,16,2029Q4,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
baseline,16,2029Q4,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
baseline,16,2029Q4,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
baseline,16,2029Q4,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
baseline,16,2029Q4,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
baseline,16,2029Q4,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
baseline,16,2029Q4,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
baseline,16,2029Q4,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
baseline,16,2029Q4,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
baseline,16,2029Q4,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
baseline,16,2029Q4,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
baseline,16,2029Q4,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
baseline,16,2029Q4,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
baseline,16,2029Q4,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
baseline,16,2029Q4,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
baseline,16,2029Q4,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
baseline,16,2029Q4,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
baseline,16,2029Q4,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
baseline,16,2029Q4,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
baseline,16,2029Q4,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
baseline,16,2029Q4,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec1_only,1,2026Q1,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec1_only,1,2026Q1,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec1_only,1,2026Q1,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec1_only,1,2026Q1,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec1_only,1,2026Q1,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
rec1_only,1,2026Q1,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
rec1_only,1,2026Q1,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec1_only,1,2026Q1,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec1_only,1,2026Q1,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec1_only,1,2026Q1,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec1_only,1,2026Q1,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec1_only,1,2026Q1,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec1_only,1,2026Q1,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec1_only,1,2026Q1,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec1_only,1,2026Q1,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec1_only,1,2026Q1,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec1_only,1,2026Q1,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec1_only,1,2026Q1,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec1_only,1,2026Q1,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec1_only,1,2026Q1,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec1_only,1,2026Q1,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec1_only,1,2026Q1,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec1_only,1,2026Q1,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
rec1_only,1,2026Q1,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
rec1_only,1,2026Q1,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
rec1_only,1,2026Q1,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec1_only,2,2026Q2,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec1_only,2,2026Q2,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec1_only,2,2026Q2,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec1_only,2,2026Q2,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec1_only,2,2026Q2,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
rec1_only,2,2026Q2,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
rec1_only,2,2026Q2,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec1_only,2,2026Q2,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec1_only,2,2026Q2,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec1_only,2,2026Q2,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec1_only,2,2026Q2,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec1_only,2,2026Q2,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec1_only,2,2026Q2,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec1_only,2,2026Q2,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec1_only,2,2026Q2,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec1_only,2,2026Q2,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec1_only,2,2026Q2,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec1_only,2,2026Q2,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec1_only,2,2026Q2,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec1_only,2,2026Q2,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec1_only,2,2026Q2,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec1_only,2,2026Q2,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec1_only,2,2026Q2,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
rec1_only,2,2026Q2,24,Investment,Commercial Ecosystem,AI Investment Activity,3.16,3.16,3.16
rec1_only,2,2026Q2,25,Investment,Commercial Ecosystem,AI Adoption (%),8.0,8.0,8.0
rec1_only,2,2026Q2,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec1_only,3,2026Q3,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec1_only,3,2026Q3,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec1_only,3,2026Q3,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec1_only,3,2026Q3,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec1_only,3,2026Q3,5,Implementation,Talent,AI Job Postings (% of Total),27.63,27.63,27.63
rec1_only,3,2026Q3,6,Implementation,Talent,Net Migration Flow of AI Skills,48.96,48.96,48.96
rec1_only,3,2026Q3,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec1_only,3,2026Q3,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec1_only,3,2026Q3,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec1_only,3,2026Q3,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec1_only,3,2026Q3,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec1_only,3,2026Q3,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec1_only,3,2026Q3,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec1_only,3,2026Q3,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec1_only,3,2026Q3,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec1_only,3,2026Q3,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec1_only,3,2026Q3,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec1_only,3,2026Q3,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec1_only,3,2026Q3,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec1_only,3,2026Q3,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec1_only,3,2026Q3,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.78
rec1_only,3,2026Q3,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.83
rec1_only,3,2026Q3,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,14.88,14.88,14.88
